image_path,mask_path,shape2D_Elongation,shape2D_MajorAxisLength,shape2D_MaximumDiameter,shape2D_MeshSurface,shape2D_MinorAxisLength,shape2D_Perimeter,shape2D_PerimeterSurfaceRatio,shape2D_PixelSurface,shape2D_Sphericity,firstorder_10Percentile,firstorder_90Percentile,firstorder_Energy,firstorder_Entropy,firstorder_InterquartileRange,firstorder_Kurtosis,firstorder_Maximum,firstorder_MeanAbsoluteDeviation,firstorder_Mean,firstorder_Median,firstorder_Minimum,firstorder_Range,firstorder_RobustMeanAbsoluteDeviation,firstorder_RootMeanSquared,firstorder_Skewness,firstorder_TotalEnergy,firstorder_Uniformity,firstorder_Variance,glcm_Autocorrelation,glcm_ClusterProminence,glcm_ClusterShade,glcm_ClusterTendency,glcm_Contrast,glcm_Correlation,glcm_DifferenceAverage,glcm_DifferenceEntropy,glcm_DifferenceVariance,glcm_Id,glcm_Idm,glcm_Idmn,glcm_Idn,glcm_Imc1,glcm_Imc2,glcm_InverseVariance,glcm_JointAverage,glcm_JointEnergy,glcm_JointEntropy,glcm_MCC,glcm_MaximumProbability,glcm_SumAverage,glcm_SumEntropy,glcm_SumSquares,glrlm_GrayLevelNonUniformity,glrlm_GrayLevelNonUniformityNormalized,glrlm_GrayLevelVariance,glrlm_HighGrayLevelRunEmphasis,glrlm_LongRunEmphasis,glrlm_LongRunHighGrayLevelEmphasis,glrlm_LongRunLowGrayLevelEmphasis,glrlm_LowGrayLevelRunEmphasis,glrlm_RunEntropy,glrlm_RunLengthNonUniformity,glrlm_RunLengthNonUniformityNormalized,glrlm_RunPercentage,glrlm_RunVariance,glrlm_ShortRunEmphasis,glrlm_ShortRunHighGrayLevelEmphasis,glrlm_ShortRunLowGrayLevelEmphasis,gldm_DependenceEntropy,gldm_DependenceNonUniformity,gldm_DependenceNonUniformityNormalized,gldm_DependenceVariance,gldm_GrayLevelNonUniformity,gldm_GrayLevelVariance,gldm_HighGrayLevelEmphasis,gldm_LargeDependenceEmphasis,gldm_LargeDependenceHighGrayLevelEmphasis,gldm_LargeDependenceLowGrayLevelEmphasis,gldm_LowGrayLevelEmphasis,gldm_SmallDependenceEmphasis,gldm_SmallDependenceHighGrayLevelEmphasis,gldm_SmallDependenceLowGrayLevelEmphasis,glszm_GrayLevelNonUniformity,glszm_GrayLevelNonUniformityNormalized,glszm_GrayLevelVariance,glszm_HighGrayLevelZoneEmphasis,glszm_LargeAreaEmphasis,glszm_LargeAreaHighGrayLevelEmphasis,glszm_LargeAreaLowGrayLevelEmphasis,glszm_LowGrayLevelZoneEmphasis,glszm_SizeZoneNonUniformity,glszm_SizeZoneNonUniformityNormalized,glszm_SmallAreaEmphasis,glszm_SmallAreaHighGrayLevelEmphasis,glszm_SmallAreaLowGrayLevelEmphasis,glszm_ZoneEntropy,glszm_ZonePercentage,glszm_ZoneVariance,ngtdm_Busyness,ngtdm_Coarseness,ngtdm_Complexity,ngtdm_Contrast,ngtdm_Strength
tmp_path1/img.bmp,None,0.9999999999999997,138.55925326973534,169.0,14399.5,138.55925326973528,478.8284271247462,0.03325312872841044,14400.0,0.8883798764479246,78.68272857666015,175.2431854248047,250646189.60345298,2.6172128798428163,52.61296272277832,2.52878302948722,237.63133239746094,30.027618099250322,126.72911919607057,126.47722244262695,11.396530151367188,226.23480224609375,21.802375535886323,131.93174519094592,-0.0031650902314864543,250646189.60345298,0.18328818479938272,1345.7157369168203,31.224269413647818,69.60958735141939,0.07303985754169623,4.9215479381882625,3.9530654909022442,0.10898178677860279,1.5429202563378293,2.2391332848956953,1.5671235445940914,0.5075984448985009,0.44698512913751276,0.9645189818072085,0.875935658476126,-0.007367091159173059,0.1799527612614598,0.43528576795259755,5.566160949673989,0.034785177268141156,5.207016117974682,0.132540554100601,0.06012478520820093,11.132321899347973,3.193336407740868,2.2186533572726264,2011.6562671477134,0.17500267134190736,2.420409695708476,33.42180713736695,1.904700965920067,62.71821011358715,0.07876791061553282,0.044430064324788875,3.5565638884761173,7699.583879590515,0.6696522933301894,0.7982986111111111,0.33495974539133305,0.8456317610211339,28.386740233897854,0.03845670493203754,4.769724304584589,3323.7409722222224,0.23081534529320988,1.546536959876543,2639.3498611111113,2.23135011091821,33.23381944444444,8.3775,271.686875,0.32110388603036377,0.04318675755989124,0.3210510037972236,10.985262378944633,0.016469106693503377,819.357051399305,0.14987324883835831,3.298617653340098,34.23760746295957,20.552771172489482,649.7601975489299,0.7624585787186989,0.05053367978663801,1835.6705688677519,0.33577292278539456,0.5985919256575328,20.793051488530022,0.033490588302735366,5.071607743333006,0.3796527777777778,13.614890333068802,42.43899720417077,0.0004031109289047639,48.18687644934389,0.05834779672628581,0.012376759449330189
tmp_path1/img.jpeg,None,0.9999999999999997,138.55925326973534,169.0,14399.5,138.55925326973528,478.8284271247462,0.03325312872841044,14400.0,0.8883798764479246,81.96856079101562,171.93746185302734,248621474.8520638,2.540569442804648,48.84272384643555,2.655056023272524,240.24591064453125,28.07478467045713,126.7698314098517,126.37582015991211,18.599903106689453,221.6460075378418,20.144963243671658,131.39779373360872,-0.0064568229300884005,248621474.8520638,0.1953712384259259,1194.7900423777626,31.29596985853165,58.42987028064928,0.17251212612543732,4.506447290875528,3.4375985688393014,0.134439757447226,1.4321499187910456,2.1539043383418943,1.381706055466214,0.5248603516453267,0.4688727369891046,0.9687825081129373,0.883459189751553,-0.008832650604017413,0.19112641045798068,0.4500496766306479,5.570346226725986,0.03945132669347641,5.052573684643764,0.13987137128579982,0.06950265400277758,11.140692453451969,3.130144016053129,1.9860114649287075,2085.4561522164363,0.18499945377550395,2.1918196607307836,33.19125956679552,2.011582498374322,65.976475602638,0.07974635362647074,0.0427161762343487,3.541611617417946,7321.5566842434455,0.649263633678258,0.7828645833333332,0.37899624165985535,0.8336009890012196,27.780110829524983,0.03648537995170746,4.732092564698416,3178.8980555555554,0.22075680941358025,1.6568470486111113,2813.3458333333333,1.9946357590663581,33.03423611111111,9.148472222222223,296.83256944444446,0.3384913370286386,0.041467465435248166,0.2977177096127803,10.125114042717781,0.014809036585757294,776.8440221694378,0.15376960058777472,3.1707180790875453,34.05324623911322,27.606492478226446,865.8319477434679,0.9937827174981603,0.04900050740876392,1616.5407759303246,0.3199803594478077,0.5837110347245322,20.216126091951267,0.03194360524277004,5.111317744297908,0.35083333333333333,19.48196147242079,39.20316977124739,0.00041644528751693543,44.9077634022354,0.047946031407377555,0.013160670641724916
tmp_path1/img.jpg,None,0.9999999999999997,138.55925326973534,169.0,14399.5,138.55925326973528,478.8284271247462,0.03325312872841044,14400.0,0.8883798764479246,81.96856079101562,171.93746185302734,248621474.8520638,2.540569442804648,48.84272384643555,2.655056023272524,240.24591064453125,28.07478467045713,126.7698314098517,126.37582015991211,18.599903106689453,221.6460075378418,20.144963243671658,131.39779373360872,-0.0064568229300884005,248621474.8520638,0.1953712384259259,1194.7900423777626,31.29596985853165,58.42987028064928,0.17251212612543732,4.506447290875528,3.4375985688393014,0.134439757447226,1.4321499187910456,2.1539043383418943,1.381706055466214,0.5248603516453267,0.4688727369891046,0.9687825081129373,0.883459189751553,-0.008832650604017413,0.19112641045798068,0.4500496766306479,5.570346226725986,0.03945132669347641,5.052573684643764,0.13987137128579982,0.06950265400277758,11.140692453451969,3.130144016053129,1.9860114649287075,2085.4561522164363,0.18499945377550395,2.1918196607307836,33.19125956679552,2.011582498374322,65.976475602638,0.07974635362647074,0.0427161762343487,3.541611617417946,7321.5566842434455,0.649263633678258,0.7828645833333332,0.37899624165985535,0.8336009890012196,27.780110829524983,0.03648537995170746,4.732092564698416,3178.8980555555554,0.22075680941358025,1.6568470486111113,2813.3458333333333,1.9946357590663581,33.03423611111111,9.148472222222223,296.83256944444446,0.3384913370286386,0.041467465435248166,0.2977177096127803,10.125114042717781,0.014809036585757294,776.8440221694378,0.15376960058777472,3.1707180790875453,34.05324623911322,27.606492478226446,865.8319477434679,0.9937827174981603,0.04900050740876392,1616.5407759303246,0.3199803594478077,0.5837110347245322,20.216126091951267,0.03194360524277004,5.111317744297908,0.35083333333333333,19.48196147242079,39.20316977124739,0.00041644528751693543,44.9077634022354,0.047946031407377555,0.013160670641724916
tmp_path1/img.png,None,0.9999999999999997,138.55925326973534,169.0,14399.5,138.55925326973528,478.8284271247462,0.03325312872841044,14400.0,0.8883798764479246,78.68272857666015,175.2431854248047,250646189.60345298,2.6172128798428163,52.61296272277832,2.52878302948722,237.63133239746094,30.027618099250322,126.72911919607057,126.47722244262695,11.396530151367188,226.23480224609375,21.802375535886323,131.93174519094592,-0.0031650902314864543,250646189.60345298,0.18328818479938272,1345.7157369168203,31.224269413647818,69.60958735141939,0.07303985754169623,4.9215479381882625,3.9530654909022442,0.10898178677860279,1.5429202563378293,2.2391332848956953,1.5671235445940914,0.5075984448985009,0.44698512913751276,0.9645189818072085,0.875935658476126,-0.007367091159173059,0.1799527612614598,0.43528576795259755,5.566160949673989,0.034785177268141156,5.207016117974682,0.132540554100601,0.06012478520820093,11.132321899347973,3.193336407740868,2.2186533572726264,2011.6562671477134,0.17500267134190736,2.420409695708476,33.42180713736695,1.904700965920067,62.71821011358715,0.07876791061553282,0.044430064324788875,3.5565638884761173,7699.583879590515,0.6696522933301894,0.7982986111111111,0.33495974539133305,0.8456317610211339,28.386740233897854,0.03845670493203754,4.769724304584589,3323.7409722222224,0.23081534529320988,1.546536959876543,2639.3498611111113,2.23135011091821,33.23381944444444,8.3775,271.686875,0.32110388603036377,0.04318675755989124,0.3210510037972236,10.985262378944633,0.016469106693503377,819.357051399305,0.14987324883835831,3.298617653340098,34.23760746295957,20.552771172489482,649.7601975489299,0.7624585787186989,0.05053367978663801,1835.6705688677519,0.33577292278539456,0.5985919256575328,20.793051488530022,0.033490588302735366,5.071607743333006,0.3796527777777778,13.614890333068802,42.43899720417077,0.0004031109289047639,48.18687644934389,0.05834779672628581,0.012376759449330189
tmp_path1/img.tif,None,0.9999999999999997,138.55925326973534,169.0,14399.5,138.55925326973528,478.8284271247462,0.03325312872841044,14400.0,0.8883798764479246,78.68272857666015,175.2431854248047,250646189.60345298,2.6172128798428163,52.61296272277832,2.52878302948722,237.63133239746094,30.027618099250322,126.72911919607057,126.47722244262695,11.396530151367188,226.23480224609375,21.802375535886323,131.93174519094592,-0.0031650902314864543,250646189.60345298,0.18328818479938272,1345.7157369168203,31.224269413647818,69.60958735141939,0.07303985754169623,4.9215479381882625,3.9530654909022442,0.10898178677860279,1.5429202563378293,2.2391332848956953,1.5671235445940914,0.5075984448985009,0.44698512913751276,0.9645189818072085,0.875935658476126,-0.007367091159173059,0.1799527612614598,0.43528576795259755,5.566160949673989,0.034785177268141156,5.207016117974682,0.132540554100601,0.06012478520820093,11.132321899347973,3.193336407740868,2.2186533572726264,2011.6562671477134,0.17500267134190736,2.420409695708476,33.42180713736695,1.904700965920067,62.71821011358715,0.07876791061553282,0.044430064324788875,3.5565638884761173,7699.583879590515,0.6696522933301894,0.7982986111111111,0.33495974539133305,0.8456317610211339,28.386740233897854,0.03845670493203754,4.769724304584589,3323.7409722222224,0.23081534529320988,1.546536959876543,2639.3498611111113,2.23135011091821,33.23381944444444,8.3775,271.686875,0.32110388603036377,0.04318675755989124,0.3210510037972236,10.985262378944633,0.016469106693503377,819.357051399305,0.14987324883835831,3.298617653340098,34.23760746295957,20.552771172489482,649.7601975489299,0.7624585787186989,0.05053367978663801,1835.6705688677519,0.33577292278539456,0.5985919256575328,20.793051488530022,0.033490588302735366,5.071607743333006,0.3796527777777778,13.614890333068802,42.43899720417077,0.0004031109289047639,48.18687644934389,0.05834779672628581,0.012376759449330189
tmp_path1/img.tiff,None,0.9999999999999997,138.55925326973534,169.0,14399.5,138.55925326973528,478.8284271247462,0.03325312872841044,14400.0,0.8883798764479246,78.68272857666015,175.2431854248047,250646189.60345298,2.6172128798428163,52.61296272277832,2.52878302948722,237.63133239746094,30.027618099250322,126.72911919607057,126.47722244262695,11.396530151367188,226.23480224609375,21.802375535886323,131.93174519094592,-0.0031650902314864543,250646189.60345298,0.18328818479938272,1345.7157369168203,31.224269413647818,69.60958735141939,0.07303985754169623,4.9215479381882625,3.9530654909022442,0.10898178677860279,1.5429202563378293,2.2391332848956953,1.5671235445940914,0.5075984448985009,0.44698512913751276,0.9645189818072085,0.875935658476126,-0.007367091159173059,0.1799527612614598,0.43528576795259755,5.566160949673989,0.034785177268141156,5.207016117974682,0.132540554100601,0.06012478520820093,11.132321899347973,3.193336407740868,2.2186533572726264,2011.6562671477134,0.17500267134190736,2.420409695708476,33.42180713736695,1.904700965920067,62.71821011358715,0.07876791061553282,0.044430064324788875,3.5565638884761173,7699.583879590515,0.6696522933301894,0.7982986111111111,0.33495974539133305,0.8456317610211339,28.386740233897854,0.03845670493203754,4.769724304584589,3323.7409722222224,0.23081534529320988,1.546536959876543,2639.3498611111113,2.23135011091821,33.23381944444444,8.3775,271.686875,0.32110388603036377,0.04318675755989124,0.3210510037972236,10.985262378944633,0.016469106693503377,819.357051399305,0.14987324883835831,3.298617653340098,34.23760746295957,20.552771172489482,649.7601975489299,0.7624585787186989,0.05053367978663801,1835.6705688677519,0.33577292278539456,0.5985919256575328,20.793051488530022,0.033490588302735366,5.071607743333006,0.3796527777777778,13.614890333068802,42.43899720417077,0.0004031109289047639,48.18687644934389,0.05834779672628581,0.012376759449330189
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Min,,0.9999999999999997,138.55925326973534,169.0,14399.5,138.55925326973528,478.8284271247462,0.03325312872841044,14400.0,0.8883798764479246,78.68272857666015,171.93746185302734,248621474.8520638,2.540569442804648,48.84272384643555,2.52878302948722,237.63133239746094,28.07478467045713,126.72911919607057,126.37582015991211,11.396530151367188,221.6460075378418,20.144963243671658,131.39779373360872,-0.0064568229300884005,248621474.8520638,0.18328818479938272,1194.7900423777626,31.224269413647818,58.42987028064928,0.07303985754169623,4.506447290875528,3.4375985688393014,0.10898178677860279,1.4321499187910456,2.1539043383418943,1.381706055466214,0.5075984448985009,0.44698512913751276,0.9645189818072085,0.875935658476126,-0.008832650604017413,0.1799527612614598,0.43528576795259755,5.566160949673989,0.034785177268141156,5.052573684643764,0.132540554100601,0.06012478520820093,11.132321899347973,3.130144016053129,1.9860114649287075,2011.6562671477134,0.17500267134190736,2.1918196607307836,33.19125956679552,1.904700965920067,62.71821011358715,0.07876791061553282,0.0427161762343487,3.541611617417946,7321.5566842434455,0.649263633678258,0.7828645833333332,0.33495974539133305,0.8336009890012196,27.780110829524983,0.03648537995170746,4.732092564698416,3178.8980555555554,0.22075680941358025,1.546536959876543,2639.3498611111113,1.9946357590663581,33.03423611111111,8.3775,271.686875,0.32110388603036377,0.041467465435248166,0.2977177096127803,10.125114042717781,0.014809036585757294,776.8440221694378,0.14987324883835831,3.1707180790875453,34.05324623911322,20.552771172489482,649.7601975489299,0.7624585787186989,0.04900050740876392,1616.5407759303246,0.3199803594478077,0.5837110347245322,20.216126091951267,0.03194360524277004,5.071607743333006,0.35083333333333333,13.614890333068802,39.20316977124739,0.0004031109289047639,44.9077634022354,0.047946031407377555,0.012376759449330189
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,,0.9999999999999997,138.55925326973534,169.0,14399.5,138.55925326973528,478.8284271247462,0.03325312872841044,14400.0,0.8883798764479246,81.96856079101562,175.2431854248047,250646189.60345298,2.6172128798428163,52.61296272277832,2.655056023272524,240.24591064453125,30.027618099250322,126.7698314098517,126.47722244262695,18.599903106689453,226.23480224609375,21.802375535886323,131.93174519094592,-0.0031650902314864543,250646189.60345298,0.1953712384259259,1345.7157369168203,31.29596985853165,69.60958735141939,0.17251212612543732,4.9215479381882625,3.9530654909022442,0.134439757447226,1.5429202563378293,2.2391332848956953,1.5671235445940914,0.5248603516453267,0.4688727369891046,0.9687825081129373,0.883459189751553,-0.007367091159173059,0.19112641045798068,0.4500496766306479,5.570346226725986,0.03945132669347641,5.207016117974682,0.13987137128579982,0.06950265400277758,11.140692453451969,3.193336407740868,2.2186533572726264,2085.4561522164363,0.18499945377550395,2.420409695708476,33.42180713736695,2.011582498374322,65.976475602638,0.07974635362647074,0.044430064324788875,3.5565638884761173,7699.583879590515,0.6696522933301894,0.7982986111111111,0.37899624165985535,0.8456317610211339,28.386740233897854,0.03845670493203754,4.769724304584589,3323.7409722222224,0.23081534529320988,1.6568470486111113,2813.3458333333333,2.23135011091821,33.23381944444444,9.148472222222223,296.83256944444446,0.3384913370286386,0.04318675755989124,0.3210510037972236,10.985262378944633,0.016469106693503377,819.357051399305,0.15376960058777472,3.298617653340098,34.23760746295957,27.606492478226446,865.8319477434679,0.9937827174981603,0.05053367978663801,1835.6705688677519,0.33577292278539456,0.5985919256575328,20.793051488530022,0.033490588302735366,5.111317744297908,0.3796527777777778,19.48196147242079,42.43899720417077,0.00041644528751693543,48.18687644934389,0.05834779672628581,0.013160670641724916
